_item_indexes,iRnd,iClass,iLoc,iCurs,itype,iItemId,iName,iSName,iMinMLvl,iDurability,iMinDam,iMaxDam,iMinAC,iMaxAC,iMinStr,iMinMag,iMinDex,iFlags,iMiscId,iSpell,iUsable,iValue
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Lightning,nullptr,4,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_SCROLLT,SPL_LIGHTNING,TRUE,150
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Identify,nullptr,1,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_SCROLL,SPL_IDENTIFY,TRUE,100
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Resurrect,nullptr,1,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_SCROLLT,SPL_RESURRECT,TRUE,250
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Fire Wall,nullptr,4,0,0,0,0,0,0,17,0,ISPL_NONE,IMISC_SCROLLT,SPL_FIREWALL,TRUE,400
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Inferno,nullptr,1,0,0,0,0,0,0,19,0,ISPL_NONE,IMISC_SCROLLT,SPL_FLAME,TRUE,100
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Town Portal,nullptr,4,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_SCROLL,SPL_TOWN,TRUE,200
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Flash,nullptr,6,0,0,0,0,0,0,21,0,ISPL_NONE,IMISC_SCROLLT,SPL_FLASH,TRUE,500
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Infravision,nullptr,8,0,0,0,0,0,0,23,0,ISPL_NONE,IMISC_SCROLL,SPL_INFRA,TRUE,600
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Phasing,nullptr,6,0,0,0,0,0,0,25,0,ISPL_NONE,IMISC_SCROLL,SPL_RNDTELEPORT,TRUE,200
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Mana Shield,nullptr,8,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_SCROLL,SPL_MANASHIELD,TRUE,1200
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Flame Wave,nullptr,10,0,0,0,0,0,0,29,0,ISPL_NONE,IMISC_SCROLLT,SPL_WAVE,TRUE,650
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Fireball,nullptr,8,0,0,0,0,0,0,31,0,ISPL_NONE,IMISC_SCROLLT,SPL_FIREBALL,TRUE,300
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Stone Curse,nullptr,6,0,0,0,0,0,0,33,0,ISPL_NONE,IMISC_SCROLLT,SPL_STONE,TRUE,800
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Chain Lightning,nullptr,10,0,0,0,0,0,0,35,0,ISPL_NONE,IMISC_SCROLLT,SPL_CHAIN,TRUE,750
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Guardian,nullptr,12,0,0,0,0,0,0,47,0,ISPL_NONE,IMISC_SCROLLT,SPL_GUARDIAN,TRUE,950
IDI_NONE,IDROP_NEVER,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,"Non Item,",nullptr,0,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,0
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Nova,nullptr,14,0,0,0,0,0,0,57,0,ISPL_NONE,IMISC_SCROLL,SPL_NOVA,TRUE,1300
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Golem,nullptr,10,0,0,0,0,0,0,51,0,ISPL_NONE,IMISC_SCROLLT,SPL_GOLEM,TRUE,1100
IDI_NONE,IDROP_NEVER,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,"Scroll of None,",nullptr,99,0,0,0,0,0,0,61,0,ISPL_NONE,IMISC_SCROLLT,SPL_NULL,TRUE,1000
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Teleport,nullptr,14,0,0,0,0,0,0,81,0,ISPL_NONE,IMISC_SCROLL,SPL_TELEPORT,TRUE,3000
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_SCROLL_OF,ITYPE_MISC,UITYPE_NONE,Scroll of Apocalypse,nullptr,22,0,0,0,0,0,0,117,0,ISPL_NONE,IMISC_SCROLL,SPL_APOCA,TRUE,2000
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_BOOK_BLUE,ITYPE_MISC,UITYPE_NONE,Book of ,nullptr,2,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_BOOK,SPL_NULL,TRUE,0
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_BOOK_BLUE,ITYPE_MISC,UITYPE_NONE,Book of ,nullptr,8,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_BOOK,SPL_NULL,TRUE,0
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_BOOK_BLUE,ITYPE_MISC,UITYPE_NONE,Book of ,nullptr,14,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_BOOK,SPL_NULL,TRUE,0
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_BOOK_BLUE,ITYPE_MISC,UITYPE_NONE,Book of ,nullptr,20,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_BOOK,SPL_NULL,TRUE,0
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_DAGGER,ITYPE_SWORD,UITYPE_DAGGER,Dagger,Dagger,1,16,1,4,0,0,0,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,60
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_SHORT_SWORD,ITYPE_SWORD,UITYPE_NONE,Short Sword,Sword,1,24,2,6,0,0,18,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,120
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_FALCHION,ITYPE_SWORD,UITYPE_FALCHION,Falchion,Sword,2,20,4,8,0,0,30,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,250
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_SCIMITAR,ITYPE_SWORD,UITYPE_SCIMITAR,Scimitar,Sword,4,28,3,7,0,0,23,0,23,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,200
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_CLAYMORE,ITYPE_SWORD,UITYPE_CLAYMORE,Claymore,Sword,5,36,1,12,0,0,35,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,450
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_BLADE,ITYPE_SWORD,UITYPE_NONE,Blade,Blade,4,30,3,8,0,0,25,0,30,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,280
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_SABRE,ITYPE_SWORD,UITYPE_SABRE,Sabre,Sabre,1,45,1,8,0,0,17,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,170
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_LONG_SWORD,ITYPE_SWORD,UITYPE_LONGSWR,Long Sword,Sword,6,40,2,10,0,0,30,0,30,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,350
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_BROAD_SWORD,ITYPE_SWORD,UITYPE_BROADSWR,Broad Sword,Sword,8,50,4,12,0,0,40,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,750
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_BASTARD_SWORD,ITYPE_SWORD,UITYPE_BASTARDSWR,Bastard Sword,Sword,10,60,6,15,0,0,50,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,1000
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_TWO_HANDED_SWORD,ITYPE_SWORD,UITYPE_TWOHANDSWR,Two-Handed Sword,Sword,14,75,8,16,0,0,65,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,1800
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_GREAT_SWORD,ITYPE_SWORD,UITYPE_GREATSWR,Great Sword,Sword,17,100,10,20,0,0,75,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,3000
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_SMALL_AXE,ITYPE_AXE,UITYPE_SMALLAXE,Small Axe,Axe,2,24,2,10,0,0,0,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,150
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_AXE,ITYPE_AXE,UITYPE_NONE,Axe,Axe,4,32,4,12,0,0,22,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,450
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_LARGE_AXE,ITYPE_AXE,UITYPE_LARGEAXE,Large Axe,Axe,6,40,6,16,0,0,30,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,750
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_BROAD_AXE,ITYPE_AXE,UITYPE_BROADAXE,Broad Axe,Axe,8,50,8,20,0,0,50,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,1000
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_BATTLE_AXE,ITYPE_AXE,UITYPE_BATTLEAXE,Battle Axe,Axe,10,60,10,25,0,0,65,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,1500
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_GREAT_AXE,ITYPE_AXE,UITYPE_GREATAXE,Great Axe,Axe,12,75,12,30,0,0,80,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,2500
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_MACE,ITYPE_MACE,UITYPE_MACE,Mace,Mace,2,32,1,8,0,0,16,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,200
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_MORNING_STAR,ITYPE_MACE,UITYPE_MORNSTAR,Morning Star,Mace,3,40,1,10,0,0,26,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,300
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_WAR_HAMMER,ITYPE_MACE,UITYPE_WARHAMMER,War Hammer,Hammer,5,50,5,9,0,0,40,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,600
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_SPIKED_CLUB,ITYPE_MACE,UITYPE_SPIKCLUB,Spiked Club,Club,4,20,3,6,0,0,18,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,225
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_CLUB,ITYPE_MACE,UITYPE_SPIKCLUB,Club,Club,1,20,1,6,0,0,0,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,20
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_ONEHAND,ICURS_FLAIL,ITYPE_MACE,UITYPE_FLAIL,Flail,Flail,7,36,2,12,0,0,30,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,500
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_MAUL,ITYPE_MACE,UITYPE_MAUL,Maul,Maul,10,50,6,20,0,0,55,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,900
IDI_NONE,IDROP_DOUBLE,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_SHORT_BOW,ITYPE_BOW,UITYPE_SHORTBOW,Short Bow,Bow,1,30,1,4,0,0,0,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,100
IDI_NONE,IDROP_DOUBLE,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_HUNTERS_BOW,ITYPE_BOW,UITYPE_HUNTBOW,Hunter's Bow,Bow,3,40,2,5,0,0,20,0,35,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,350
IDI_NONE,IDROP_DOUBLE,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_HUNTERS_BOW,ITYPE_BOW,UITYPE_LONGBOW,Long Bow,Bow,5,35,1,6,0,0,25,0,30,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,250
IDI_NONE,IDROP_DOUBLE,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_COMPOSITE_BOW,ITYPE_BOW,UITYPE_COMPBOW,Composite Bow,Bow,7,45,3,6,0,0,25,0,40,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,600
IDI_NONE,IDROP_DOUBLE,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_SHORT_BATTLE_BOW,ITYPE_BOW,UITYPE_NONE,Short Battle Bow,Bow,9,45,3,7,0,0,30,0,50,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,750
IDI_NONE,IDROP_DOUBLE,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_LONG_WAR_BOW,ITYPE_BOW,UITYPE_BATTLEBOW,Long Battle Bow,Bow,11,50,1,10,0,0,30,0,60,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,1000
IDI_NONE,IDROP_DOUBLE,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_SHORT_WAR_BOW,ITYPE_BOW,UITYPE_NONE,Short War Bow,Bow,15,55,4,8,0,0,35,0,70,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,1500
IDI_NONE,IDROP_DOUBLE,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_LONG_WAR_BOW,ITYPE_BOW,UITYPE_WARBOW,Long War Bow,Bow,19,60,1,14,0,0,45,0,80,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,2000
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_SHORT_STAFF,ITYPE_STAFF,UITYPE_SHORTSTAFF,Short Staff,Staff,1,25,2,4,0,0,0,0,0,ISPL_NONE,IMISC_STAFF,SPL_NULL,FALSE,30
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_LONG_STAFF,ITYPE_STAFF,UITYPE_LONGSTAFF,Long Staff,Staff,4,35,4,8,0,0,0,0,0,ISPL_NONE,IMISC_STAFF,SPL_NULL,FALSE,100
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_COMPOSITE_STAFF,ITYPE_STAFF,UITYPE_COMPSTAFF,Composite Staff,Staff,6,45,5,10,0,0,0,0,0,ISPL_NONE,IMISC_STAFF,SPL_NULL,FALSE,500
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_SHORT_STAFF,ITYPE_STAFF,UITYPE_QUARSTAFF,Quarter Staff,Staff,9,55,6,12,0,0,20,0,0,ISPL_NONE,IMISC_STAFF,SPL_NULL,FALSE,1000
IDI_NONE,IDROP_REGULAR,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_WAR_STAFF,ITYPE_STAFF,UITYPE_WARSTAFF,War Staff,Staff,12,75,8,16,0,0,30,0,0,ISPL_NONE,IMISC_STAFF,SPL_NULL,FALSE,1500
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_RING,ICURS_RING,ITYPE_RING,UITYPE_RING,Ring,Ring,5,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_RING,SPL_NULL,FALSE,1000
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_RING,ICURS_RING,ITYPE_RING,UITYPE_RING,Ring,Ring,10,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_RING,SPL_NULL,FALSE,1000
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_RING,ICURS_RING,ITYPE_RING,UITYPE_RING,Ring,Ring,15,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_RING,SPL_NULL,FALSE,1000
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_AMULET,ICURS_AMULET,ITYPE_AMULET,UITYPE_AMULET,Amulet,Amulet,8,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_AMULET,SPL_NULL,FALSE,1200
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_AMULET,ICURS_AMULET,ITYPE_AMULET,UITYPE_AMULET,Amulet,Amulet,16,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_AMULET,SPL_NULL,FALSE,1200
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_RUNE_OF_FIRE,ITYPE_MISC,UITYPE_NONE,Rune of Fire,Rune,1,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_RUNEF,SPL_NULL,TRUE,100
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_RUNE_OF_LIGHTNING,ITYPE_MISC,UITYPE_NONE,Rune of Lightning,Rune,3,0,0,0,0,0,0,13,0,ISPL_NONE,IMISC_RUNEL,SPL_NULL,TRUE,200
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_GREATER_RUNE_OF_FIRE,ITYPE_MISC,UITYPE_NONE,Greater Rune of Fire,Rune,7,0,0,0,0,0,0,42,0,ISPL_NONE,IMISC_GR_RUNEF,SPL_NULL,TRUE,400
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_GREATER_RUNE_OF_LIGHTNING,ITYPE_MISC,UITYPE_NONE,Greater Rune of Lightning,Rune,7,0,0,0,0,0,0,42,0,ISPL_NONE,IMISC_GR_RUNEL,SPL_NULL,TRUE,500
IDI_NONE,IDROP_REGULAR,ICLASS_MISC,ILOC_UNEQUIPABLE,ICURS_RUNE_OF_STONE,ITYPE_MISC,UITYPE_NONE,Rune of Stone,Rune,7,0,0,0,0,0,0,25,0,ISPL_NONE,IMISC_RUNES,SPL_NULL,TRUE,300
IDI_SORCERER,IDROP_NEVER,ICLASS_WEAPON,ILOC_TWOHAND,ICURS_SHORT_STAFF,ITYPE_STAFF,UITYPE_NONE,Short Staff of Charged Bolt,nullptr,1,25,2,4,0,0,0,20,0,ISPL_NONE,IMISC_STAFF,SPL_CBOLT,FALSE,520
IDI_NONE,IDROP_NEVER,ICLASS_NONE,ILOC_INVALID,ICURS_POTION_OF_FULL_MANA,ITYPE_MISC,UITYPE_NONE,"nullptr,",nullptr,0,0,0,0,0,0,0,0,0,ISPL_NONE,IMISC_NONE,SPL_NULL,FALSE,0
